query,template_family,station,intent,origin,destination,transport_mode,information_type,slots_reviewed,language,script,source,split
क्या एलआईसी से टी नगर जाने के लिए लोकल ट्रेन मिलेगी?,service_availability:get_mode,LIC,service_availability,LIC,NANDANAM,suburban_rail,,False,hi,devanagari,template_combinatorial,train
ag dms par train service chal rahi hai kya?,service_availability:service_status,AG_DMS,service_availability,AG_DMS,,railway,,False,hinglish,latin_hinglish,template_combinatorial,train
सेंट थॉमस माउंट से चेन्नई एग्मोर के बीच ट्रेन चलती है क्या?,service_availability:running_check,ST_THOMAS_MOUNT,service_availability,ST_THOMAS_MOUNT,CHENNAI_EGMORE,railway,,False,hi,devanagari,template_combinatorial,train
lic and ashok nagar transit local train running today?,service_availability:today_running,LIC,service_availability,LIC,ASHOK_NAGAR,suburban_rail,,False,hinglish,latin_hinglish,template_combinatorial,train
kya lic se t nagar local train se ja sakte hai?,service_availability:travel_feasibility,LIC,service_availability,LIC,NANDANAM,suburban_rail,,False,hinglish,latin_hinglish,template_combinatorial,train
nehru park to thirumangalam local train connectivity available?,service_availability:connectivity,NEHRU_PARK,service_availability,NEHRU_PARK,THIRUMANGALAM,suburban_rail,,False,hinglish,latin_hinglish,template_combinatorial,train
central se shenoy nagar direct local train hai kya?,service_availability:direct_mode,CHENNAI_CENTRAL,service_availability,CHENNAI_CENTRAL,SHENOY_NAGAR,suburban_rail,,False,hinglish,latin_hinglish,template_combinatorial,train
high court and nandanam transit local train running today?,service_availability:today_running,HIGH_COURT,service_availability,HIGH_COURT,NANDANAM,suburban_rail,,False,hinglish,latin_hinglish,template_combinatorial,train
एयरपोर्ट से हाई कोर्ट जाने के लिए मेट्रो सेवा चालू है কি?,service_availability:service_status,CHENNAI_AIRPORT,service_availability,CHENNAI_AIRPORT,HIGH_COURT,metro,,False,hi,devanagari,template_combinatorial,train
अन्ना नगर से सेंट थॉमस माउंट के लिए सीधी लोकल ट्रेन है?,service_availability:direct_mode,ANNA_NAGAR,service_availability,ANNA_NAGAR,ST_THOMAS_MOUNT,suburban_rail,,False,hi,devanagari,template_combinatorial,train
kya velachery se anna nagar local train milegi?,service_availability:get_mode,VELACHERY,service_availability,VELACHERY,ANNA_NAGAR,suburban_rail,,False,hinglish,latin_hinglish,template_combinatorial,train
kilpauk and chennai airport transit metro running today?,service_availability:today_running,KILPAUK,service_availability,KILPAUK,CHENNAI_AIRPORT,metro,,False,hinglish,latin_hinglish,template_combinatorial,train
क्या मैं एग्मोर से सेंट थॉमस माउंट ट्रेन से जा सकता हूँ?,service_availability:travel_feasibility,CHENNAI_EGMORE,service_availability,CHENNAI_EGMORE,ST_THOMAS_MOUNT,railway,,False,hi,devanagari,template_combinatorial,train
kya anna nagar se shenoy nagar train milegi?,service_availability:get_mode,ANNA_NAGAR,service_availability,ANNA_NAGAR,SHENOY_NAGAR,railway,,False,hinglish,latin_hinglish,template_combinatorial,train
ताम्बरम से तेनामपेट जाने के लिए ट्रेन सेवा चालू है কি?,service_availability:service_status,TAMBARAM,service_availability,TAMBARAM,TEYNAMPET,railway,,False,hi,devanagari,template_combinatorial,train
टी नगर से नेहरू पार्क के लिए सीधी ट्रेन है?,service_availability:direct_mode,NANDANAM,service_availability,NANDANAM,NEHRU_PARK,railway,,False,hi,devanagari,template_combinatorial,train
चेन्नई एग्मोर पर बस का संचालन हो रहा है क्या?,service_availability:operational_status,CHENNAI_EGMORE,service_availability,CHENNAI_EGMORE,,bus,,False,hi,devanagari,template_combinatorial,train
nehru park se guindy direct local train hai kya?,service_availability:direct_mode,NEHRU_PARK,service_availability,NEHRU_PARK,GUINDY,suburban_rail,,False,hinglish,latin_hinglish,template_combinatorial,train
अशोक नगर से एग्मोर बस कनेक्टिविटी है क्या?,service_availability:connectivity,ASHOK_NAGAR,service_availability,ASHOK_NAGAR,CHENNAI_EGMORE,bus,,False,hi,devanagari,template_combinatorial,train
क्या मैं तिरुमंगलम से सीएमबीटी लोकल ट्रेन से जा सकता हूँ?,service_availability:travel_feasibility,THIRUMANGALAM,service_availability,THIRUMANGALAM,CMBT,suburban_rail,,False,hi,devanagari,template_combinatorial,train
थाउजेंड लाइट्स से वेलाचेरी के लिए सीधी मेट्रो है?,service_availability:direct_mode,THOUSAND_LIGHTS,service_availability,THOUSAND_LIGHTS,VELACHERY,metro,,False,hi,devanagari,template_combinatorial,train
तेनामपेट से सेंट्रल रेलवे स्टेशन बस कनेक्टिविटी है क्या?,service_availability:connectivity,TEYNAMPET,service_availability,TEYNAMPET,CHENNAI_CENTRAL,bus,,False,hi,devanagari,template_combinatorial,train
central se alandur direct local train hai kya?,service_availability:direct_mode,CHENNAI_CENTRAL,service_availability,CHENNAI_CENTRAL,ALANDUR,suburban_rail,,False,hinglish,latin_hinglish,template_combinatorial,train
सेंट्रल रेलवे स्टेशन से हाई कोर्ट के बीच मेट्रो चलती है क्या?,service_availability:running_check,CHENNAI_CENTRAL,service_availability,CHENNAI_CENTRAL,HIGH_COURT,metro,,False,hi,devanagari,template_combinatorial,train
kya shenoy nagar se anna nagar metro milegi?,service_availability:get_mode,SHENOY_NAGAR,service_availability,SHENOY_NAGAR,ANNA_NAGAR,metro,,False,hinglish,latin_hinglish,template_combinatorial,train
गवर्नमेंट एस्टेट से चेन्नई एयरपोर्ट ट्रेन कनेक्टिविटी है क्या?,service_availability:connectivity,GOVERNMENT_ESTATE,service_availability,GOVERNMENT_ESTATE,CHENNAI_AIRPORT,railway,,False,hi,devanagari,template_combinatorial,train
kya thirumangalam se high court metro milegi?,service_availability:get_mode,THIRUMANGALAM,service_availability,THIRUMANGALAM,HIGH_COURT,metro,,False,hinglish,latin_hinglish,template_combinatorial,train
kya shenoy nagar se lic train milegi?,service_availability:get_mode,SHENOY_NAGAR,service_availability,SHENOY_NAGAR,LIC,railway,,False,hinglish,latin_hinglish,template_combinatorial,train
वेलाचेरी पर ट्रेन का संचालन हो रहा है क्या?,service_availability:operational_status,VELACHERY,service_availability,VELACHERY,,railway,,False,hi,devanagari,template_combinatorial,train
kya alandur se kilpauk local train milegi?,service_availability:get_mode,ALANDUR,service_availability,ALANDUR,KILPAUK,suburban_rail,,False,hinglish,latin_hinglish,template_combinatorial,train
chennai egmore par train service chal rahi hai kya?,service_availability:service_status,CHENNAI_EGMORE,service_availability,CHENNAI_EGMORE,,railway,,False,hinglish,latin_hinglish,template_combinatorial,train
हवाई अड्डा पर लोकल ट्रेन का संचालन हो रहा है क्या?,service_availability:operational_status,CHENNAI_AIRPORT,service_availability,CHENNAI_AIRPORT,,suburban_rail,,False,hi,devanagari,template_combinatorial,train
क्या वेलाचेरी स्टेशन पर लोकल ट्रेन की सुविधा उपलब्ध है?,service_availability:station_availability,VELACHERY,service_availability,VELACHERY,,suburban_rail,,False,hi,devanagari,template_combinatorial,train
गवर्नमेंट एस्टेट से लिटिल माउंट के बीच लोकल ट्रेन चलती है क्या?,service_availability:running_check,GOVERNMENT_ESTATE,service_availability,GOVERNMENT_ESTATE,LITTLE_MOUNT,suburban_rail,,False,hi,devanagari,template_combinatorial,train
anna nagar and ag dms transit metro running today?,service_availability:today_running,ANNA_NAGAR,service_availability,ANNA_NAGAR,AG_DMS,metro,,False,hinglish,latin_hinglish,template_combinatorial,train
नंदनम से एलआईसी के लिए सीधी मेट्रो है?,service_availability:direct_mode,NANDANAM,service_availability,NANDANAM,LIC,metro,,False,hi,devanagari,template_combinatorial,train
किल्पॉक से अशोक नगर मेट्रो कनेक्टिविटी है क्या?,service_availability:connectivity,KILPAUK,service_availability,KILPAUK,ASHOK_NAGAR,metro,,False,hi,devanagari,template_combinatorial,train
क्या आज वेलाचेरी से अशोक नगर बस चालू है?,service_availability:today_running,VELACHERY,service_availability,VELACHERY,ASHOK_NAGAR,bus,,False,hi,devanagari,template_combinatorial,train
नंदनम से अशोक नगर के बीच ट्रेन चलती है क्या?,service_availability:running_check,NANDANAM,service_availability,NANDANAM,ASHOK_NAGAR,railway,,False,hi,devanagari,template_combinatorial,train
क्या मैं चेन्नई एयरपोर्ट से हाई कोर्ट ट्रेन से जा सकता हूँ?,service_availability:travel_feasibility,CHENNAI_AIRPORT,service_availability,CHENNAI_AIRPORT,HIGH_COURT,railway,,False,hi,devanagari,template_combinatorial,train
किल्पॉक पर मेट्रो का संचालन हो रहा है क्या?,service_availability:operational_status,KILPAUK,service_availability,KILPAUK,,metro,,False,hi,devanagari,template_combinatorial,train
kya little mount se central metro se ja sakte hai?,service_availability:travel_feasibility,LITTLE_MOUNT,service_availability,LITTLE_MOUNT,CHENNAI_CENTRAL,metro,,False,hinglish,latin_hinglish,template_combinatorial,train
नंदनम से कोयम्बेडु के बीच मेट्रो चलती है क्या?,service_availability:running_check,NANDANAM,service_availability,NANDANAM,KOYAMBEDU,metro,,False,hi,devanagari,template_combinatorial,train
shenoy nagar par metro service chal rahi hai kya?,service_availability:service_status,SHENOY_NAGAR,service_availability,SHENOY_NAGAR,,metro,,False,hinglish,latin_hinglish,template_combinatorial,train
cmbt to t nagar local train connectivity available?,service_availability:connectivity,CMBT,service_availability,CMBT,NANDANAM,suburban_rail,,False,hinglish,latin_hinglish,template_combinatorial,train
