annotation_id,taxonomy,query,reference_primary,model_primary,reference_acceptable,model_acceptable,reference_clarification,model_clarification,model_clarification_reasons,model_brief_justification,disagreement_flags,disagreement_score
ANN_B2_305,T2,is bch stn open rght now,service_availability,service_availability,service_availability|service_timing,realtime_status_query|service_availability|service_timing,True,False,,"The utterance is a binary operational inquiry asking whether Chennai Beach station is currently open and operational, which maps primarily to service_availability. Due to the presence of 'rght now', realtime_status_query (live operational status) and service_timing (timetable operating hours) represent valid secondary interpretations.",acceptable_set_mismatch|clarification_mismatch,2
ANN_B2_306,T2,कहाँ से तांबरम जाऊं?,route_query,route_query,route_query|service_availability,route_query,True,True,missing_slot,"The commuter is asking for transit directions to Tambaram ('कहाँ से तांबरम जाऊं?'), which represents a journey planning inquiry (route_query). The intent is clear, but the origin location is unspecified, requiring clarification due to an execution incompleteness gap (missing_slot).",acceptable_set_mismatch,1
ANN_B2_308,T2,central 09:15 train,service_timing,,service_timing,route_query|service_availability|service_timing,False,True,intent_ambiguity,"The utterance 'central 09:15 train' provides only a station, time, and mode without a verb or communicative frame. Under Section 4.2 of the guidelines, such underspecified queries exhibit genuine intent ambiguity between checking scheduled departures (service_timing), checking whether a service operates at that time (service_availability), and journey planning from Central with an omitted destination (route_query).",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_310,T2,संट्रल पर bus क rltm gps loc trc हो रह है,realtime_status_query,realtime_status_query,realtime_status_query,realtime_status_query,False,True,missing_slot,"The commuter is asking about live vehicle tracking / real-time GPS location tracing for a bus at Central ('rltm gps loc trc ho rah hai'), which falls under 'realtime_status_query'. Clarification is required due to execution incompleteness as the specific bus route or identifier is not specified ('missing_slot').",clarification_mismatch,1
ANN_B2_311,T2,Does suburban EMU train halt at Mambalam platform?,route_stops,route_stops,route_stops,route_stops|service_availability,False,False,,"The user is inquiring whether suburban EMU trains halt at Mambalam, which functions primarily as a stop membership check along a transit line (route_stops). Secondarily, it can be interpreted as asking whether suburban EMU service is operational/available at that station (service_availability).",acceptable_set_mismatch,1
ANN_B2_316,T2,102 to high court,route_stops,,route_stops,route_query|route_stops|service_availability|service_timing,False,True,intent_ambiguity,"The utterance '102 to high court' consists solely of a route number ('102') and a destination ('high court') with no verb or interrogative marker. It is semantically underspecified and indeterminate between an inquiry about intermediate stops or stop membership (route_stops), timetable/schedule timings (service_timing), journey navigation (route_query), or whether the service operates to that destination (service_availability). Per Section 4 of the guidelines, genuine semantic ambiguity requires setting primary_label to null and clarification_required to true.",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_317,T2,Vandalur Zoo metro se kaise pahuchein?,route_query,route_query,route_query,route_query,False,True,missing_slot,"The user is asking how to travel to/reach Vandalur Zoo using the metro ('metro se kaise pahuchein'), which expresses a journey planning intent (route_query). The origin is not specified, representing an execution gap (missing_slot).",clarification_mismatch,1
ANN_B2_319,T2,Where should I interchange between Adyar and Koyambedu?,interchange_query,route_query,interchange_query,interchange_query|route_query,False,False,,"The commuter is asking for journey planning guidance across town between two distinct locations (Adyar and Koyambedu) to find where to transfer. Under Rule 3.2, cross-town travel inquiries are classified as route_query, whereas interchange_query is reserved for navigation within or between lines at a specific designated hub.",primary_mismatch|acceptable_set_mismatch,2
ANN_B2_320,T2,कयमबड स सुबह क पहल bus कितन बज निकलत है,service_timing,service_timing,service_timing,service_timing,False,True,missing_slot,"The commuter is asking for the scheduled departure time of the earliest morning bus from Koyambedu ('सुबह की पहली bus कितने बजे निकलती है'), which represents timetable schedule information (service_timing). Because the specific route number or destination is not specified, clarification is required for the missing destination slot.",clarification_mismatch,1
ANN_B2_324,T2,Is Perungalathur station open right now?,service_availability,realtime_status_query,service_availability|service_timing,realtime_status_query|service_availability|service_timing,True,False,,"The commuter specifically asks whether Perungalathur station is open 'right now', which explicitly demands live, current-state operational status (realtime_status_query). Valid secondary interpretations include checking operational service availability (service_availability) or whether the current time falls within scheduled operating hours (service_timing).",primary_mismatch|acceptable_set_mismatch|clarification_mismatch,3
ANN_B2_325,T2,Egmore to anywhere metro?,route_query,,route_query|route_stops|service_availability,route_query|service_availability,True,True,intent_ambiguity,"The utterance 'Egmore to anywhere metro?' is a telegraphic fragment lacking an explicit predicate. It is semantically indeterminate between an existential availability inquiry ('Does metro service operate from Egmore to anywhere?', i.e., service_availability) and a journey planning inquiry using an origin-destination template with an open or placeholder destination ('How to travel from Egmore to anywhere by metro?', i.e., route_query). Because neither interpretation is uniquely defensible based solely on expressed surface meaning, primary_label is null with clarification required.",primary_mismatch|acceptable_set_mismatch,2
